extension	setting	stage	source_embryo	direction	frozen_ridge	frozen_gain	rank	gene_index	gene	marginal_residual_pearson_gain	expected_source_cv_residual_pearson	coverage_mean_max_squared_correlation	redundancy_mean_pairwise_squared_correlation	max_abs_correlation_to_previous	genes_helped_count	genes_evaluated_count	top_supported_genes	coordinate_key	source_cells	selector_sample_cells	status	not_primary_panel	budget
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	8	141	foxd5	0.008412736863349868	0.3370895948506408	0.15753096572154288	0.05600063053404343	0.30303339025927095	317	487	rasgef1ba,fgf8a,zeb2b,lmo4a,prickle1b,noto,fzd7a,dact2,etv5a,cdx4	global_sphere	17945	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	9	408	sox2	0.00850111401718906	0.34559070886782983	0.15983427748569257	0.0632723939792621	0.652399356882156	365	486	wnt11f2,prickle1b,foxh1,crabp2b,si:dkey-108k21.14,arl4d,sox19a,aldob,her9,si:dkey-261m9.12	global_sphere	17945	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	10	200	irf2a	0.005175303099109185	0.350766011966939	0.16176567913344087	0.054170551183866995	0.21240080086782703	394	485	arl4ab,dharma,nkx1.2la,sall3a,tead1b,vsx2,tpx2,sp5a,rpl4,usf1	global_sphere	17945	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	11	144	foxi1	0.0032793398987931432	0.35404535186573216	0.16472703765665583	0.05840862958325558	0.5934039026134051	288	484	tp63,klf2a,si:ch211-163l21.7,vgll4l,PCDH8,itga6a,dlx3b,szl,bmp2b,foxn2b	global_sphere	17945	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	12	118	ets2	0.006257467392782989	0.36030281925851515	0.1671355820337621	0.05210823548222501	0.288230928508049	266	483	arl4ab,noto,tph1b,ntd5,foxa2,creb3l1,creb3l2,twist2,shha,ndr2	global_sphere	17945	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	13	183	her9	0.0073106064662357695	0.3676134257247509	0.1688362596508818	0.049784603477554194	0.39842636290809125	263	482	zeb2b,ntd5,shha,cdkn1ca,dld,sall3a,pax6b,higd1a,snai2,foxb1a	global_sphere	17945	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	14	360	rrbp1b	0.003670526615733305	0.3712839523404842	0.17338410119271694	0.054358469208624596	0.5741444105646607	261	481	tram1,elavl3,bach1b,hdlbpa,irx7,ndr2,gsc,foxa3,lft2,noto	global_sphere	17945	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	15	317	perp	0.0024538968062270405	0.37373784914671127	0.1851219779492885	0.05554436665435664	0.5254965453645785	288	480	krt18a.1,krt8,grhl1,znf185,tagln2,tdgf1,krt99,fnbp1l,eppk1,f11r.1	global_sphere	17945	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	75p_E2_to_E1	75% epiboly	E2	E2→E1	10.0	1.0	16	290	nkx2.5	0.004825418923905256	0.3785632680706165	0.18703239323222795	0.05084585669452665	0.24943117673668655	372	479	nr2f2,hivep2a,her2,nkx1.2la,ccne2,usf1,clocka,hoxb7a,pax6a,tead1b	global_sphere	17945	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	1	390	six4a	0.2174918160384974	0.07653281859691949	0.04229771963533881	0.0	0.0	480	494	fn1b,foxc1a,msgn1,tbx16,efemp2b,meox1,her1,pcdh8,tbx6,tbx16l	spatial	22475	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	2	329	prmt1	0.04986863771732411	0.1264014563142436	0.0569908904630942	0.016099285619690325	0.12688296032048718	419	493	rbm4.3,rbbp4,rrbp1b,si:ch211-113a14.12,etv4,tuba8l4,nap1l1,ncapd2,nop58,tgif1	spatial	22475	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	3	360	rrbp1b	0.037489413312524256	0.16389086962676785	0.07887701346440522	0.06350782031452505	0.35243802709069577	368	492	foxa3,atp2b1a,gata6,cst3,lamp2,foxa2,gata5,aldob,hdlbpa,mcama	spatial	22475	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	4	298	nsd2	0.027454335497333004	0.19134520512410086	0.09536031967201414	0.07747054365630542	0.3824559038434102	374	491	si:dkey-108k21.14,uhrf1,nasp,rrm2,si:dkey-261m9.12,mcm7,mcm4,ccnf,mcm2,supt16h	spatial	22475	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	5	440	tfap2a	0.026730694435926905	0.21807589956002776	0.11304840985761427	0.06376626369559756	0.2749002109000994	372	490	dlx3b,tfap2c,foxd3,sox10,krt99,tp63,cdh1,msx3,gata2a,krt4	spatial	22475	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	6	403	sox11a	0.014445837842494758	0.23252173740252252	0.12002338241101035	0.08144308571198726	0.5597237340692908	347	489	tuba1a,foxd5,sp8b,chrd,elavl3,sox19a,fgf8a,zswim5,fscn1a,sox2	spatial	22475	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	7	58	cenpf	0.01312331205363626	0.24564504945615878	0.12426742746932544	0.06421232510791872	0.22037377382497142	341	488	aspm,cdc14b,aurkb,dlgap5,mki67,tuba8l,tpx2,cdca8,ccnf,tubb2b	spatial	22475	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	8	53	cdh6	0.008732330574632796	0.2543773800307916	0.12633228108450714	0.04975777263561759	0.1561245019337709	335	487	zic2b,gata5,gata6,kdrl,cst3,zic3,foxd5,zeb1a,casz1,raraa	spatial	22475	5000	post-hoc experimental-design extension	True	16
post-hoc experimental-design extension	6s_E1_to_E2	6-somite	E1	E1→E2	10.0	0.75	9	286	nid2a	0.00792618275113638	0.26230356278192796	0.1329685032418931	0.05782457549682887	0.4588709062714131	343	486	lamc1,lamb1a,fn1a,emx3,rx3,six4b,si:dkey-261h17.1,mab21l2,aplnra,tbxta	spatial	22475	5000	post-hoc experimental-design extension	True	16
